"cowcode","stateabb","statename","ethnicity_relevant","year_from","year_to","group_name","size","status","warid","warid2","groupid","cowgroupid","markertype","serialid"
"365","RUS","Russia","Yes","1991","2002","Germans","0.004","POWERLESS",,,"17000","36517000","Ethno-Linguistic","595"
"365","RUS","Russia","Yes","1991","2002","Ingush","0.003","REGIONAL AUTONOMY",,,"33000","36533000","Ethno-Linguistic","596"
"365","RUS","Russia","Yes","1991","2002","Jews","0.002","POWERLESS",,,"11000","36511000","Ethno-Religious","597"
"365","RUS","Russia","Yes","1991","2002","Kabardins","0.004","REGIONAL AUTONOMY",,,"28000","36528000","Mixed Category","598"
"365","RUS","Russia","Yes","1991","2002","Kalmyks","0.001","REGIONAL AUTONOMY",,,"53000","36553000","Ethno-Linguistic","599"
"365","RUS","Russia","Yes","1991","2002","Karachai","0.001","REGIONAL AUTONOMY",,,"54000","36554000","Ethno-Linguistic","600"
"365","RUS","Russia","Yes","1991","2002","Karelians","0.001","REGIONAL AUTONOMY",,,"56000","36556000","Ethno-Linguistic","601"
"365","RUS","Russia","Yes","1991","2002","Kazakhs","0.005","IRRELEVANT",,,"12000","36512000","Ethno-Linguistic","602"
"365","RUS","Russia","Yes","1991","2002","Khakass","0.001","REGIONAL AUTONOMY",,,"57000","36557000","Ethno-Linguistic","603"
"365","RUS","Russia","Yes","1991","2002","Komi","0.002","REGIONAL AUTONOMY",,,"37000","36537000","Ethno-Linguistic","604"
"365","RUS","Russia","Yes","1991","2002","Komi-Permyaks","0.001","IRRELEVANT",,,"58000","36558000","Ethno-Linguistic","605"
"365","RUS","Russia","Yes","1991","2002","Koreans","0.002","IRRELEVANT",,,"38000","36538000","Ethno-Linguistic","606"
"365","RUS","Russia","Yes","1991","2002","Kumyks","0.003","REGIONAL AUTONOMY",,,"34000","36534000","Ethno-Linguistic","607"
"365","RUS","Russia","Yes","1991","2002","Laks","0.001","POWERLESS",,,"59000","36559000","Ethno-Linguistic","608"
"365","RUS","Russia","Yes","1991","2002","Lezgins","0.003","POWERLESS",,,"35000","36535000","Ethno-Linguistic","609"
"365","RUS","Russia","Yes","1991","2002","Mari","0.004","REGIONAL AUTONOMY",,,"29000","36529000","Ethno-Religious","610"
"365","RUS","Russia","Yes","1991","2002","Mordva","0.006","REGIONAL AUTONOMY",,,"20000","36520000","Ethno-Linguistic","611"
"365","RUS","Russia","Yes","1991","2002","Nogai","0.001","POWERLESS",,,"61000","36561000","Ethno-Linguistic","612"
"365","RUS","Russia","Yes","1991","2002","Ossetes","0.004","REGIONAL AUTONOMY",,,"27000","36527000","Ethno-Linguistic","613"
"365","RUS","Russia","Yes","1991","2002","Poles","0.007","IRRELEVANT",,,"18000","36518000","Ethno-Linguistic","614"
"365","RUS","Russia","Yes","1991","2002","Roma","0.001","DISCRIMINATED",,,"52000","36552000","Ethno-Linguistic","615"
"365","RUS","Russia","Yes","1991","2002","Russians","0.798","DOMINANT",,,"1000","36501000","Ethno-Linguistic","616"
"365","RUS","Russia","Yes","1991","2002","Tabasarans","0.001","POWERLESS",,,"65000","36565000","Ethno-Linguistic","617"
"365","RUS","Russia","Yes","1991","2002","Volga Tatars","0.038","REGIONAL AUTONOMY",,,"3000","36503000","Ethno-Linguistic","618"
"365","RUS","Russia","Yes","1991","2002","Tuvinians","0.002","REGIONAL AUTONOMY",,,"39000","36539000","Ethno-Linguistic","619"
"365","RUS","Russia","Yes","1991","2002","Udmurt","0.004","REGIONAL AUTONOMY",,,"30000","36530000","Ethno-Linguistic","620"
"365","RUS","Russia","Yes","1991","2002","Ukrainians","0.02","POWERLESS",,,"2000","36502000","Ethno-Linguistic","621"
"365","RUS","Russia","Yes","1991","2002","Yakuts","0.003","REGIONAL AUTONOMY",,,"36000","36536000","Ethno-Linguistic","622"
"365","RUS","Russia","Yes","2003","2010","Adyghe","0.001","REGIONAL AUTONOMY",,,"40000","36540000","Ethno-Linguistic","623"
"365","RUS","Russia","Yes","2003","2010","Altai","0.001","REGIONAL AUTONOMY",,,"47000","36547000","Ethno-Linguistic","624"
"365","RUS","Russia","Yes","2003","2010","Avars","0.006","REGIONAL AUTONOMY",,,"23000","36523000","Ethno-Linguistic","625"
"365","RUS","Russia","Yes","2003","2010","Azerbaijanis","0.004","POWERLESS",,,"9000","36509000","Ethno-Linguistic","626"
"365","RUS","Russia","Yes","2003","2010","Balkars","0.001","POWERLESS",,,"43000","36543000","Ethno-Linguistic","627"
"365","RUS","Russia","Yes","2003","2010","Bashkirs","0.012","REGIONAL AUTONOMY",,,"7000","36507000","Ethno-Linguistic","628"
"365","RUS","Russia","Yes","2003","2010","Buryats","0.003","REGIONAL AUTONOMY",,,"32000","36532000","Ethno-Linguistic","629"
"365","RUS","Russia","Yes","2003","2010","Byelorussians","0.006","IRRELEVANT",,,"4000","36504000","Ethno-Linguistic","630"
"365","RUS","Russia","Yes","2003","2010","Chechens","0.009","REGIONAL AUTONOMY","30900",,"16000","36516000","Ethno-Linguistic","631"
"365","RUS","Russia","Yes","2003","2010","Chukchi","1-04","REGIONAL AUTONOMY",,,"48000","36548000","Ethno-Linguistic","632"
"365","RUS","Russia","Yes","2003","2010","Chuvashes","0.013","REGIONAL AUTONOMY",,,"6000","36506000","Ethno-Linguistic","633"
"365","RUS","Russia","Yes","2003","2010","Cherkess","4-04","POWERLESS",,,"44000","36544000","Mixed Category","634"
"365","RUS","Russia","Yes","2003","2010","Dargins","0.004","REGIONAL AUTONOMY",,,"26000","36526000","Ethno-Linguistic","635"
"365","RUS","Russia","Yes","2003","2010","Finns","4-04","IRRELEVANT",,,"50000","36550000","Ethno-Linguistic","636"
"365","RUS","Russia","Yes","2003","2010","Germans","0.004","POWERLESS",,,"17000","36517000","Ethno-Linguistic","637"
"365","RUS","Russia","Yes","2003","2010","Ingush","0.003","REGIONAL AUTONOMY",,,"33000","36533000","Ethno-Linguistic","638"
"365","RUS","Russia","Yes","2003","2010","Jews","0.002","POWERLESS",,,"11000","36511000","Ethno-Religious","639"
"365","RUS","Russia","Yes","2003","2010","Kabardins","0.004","REGIONAL AUTONOMY",,,"28000","36528000","Mixed Category","640"
"365","RUS","Russia","Yes","2003","2010","Kalmyks","0.001","REGIONAL AUTONOMY",,,"53000","36553000","Ethno-Linguistic","641"
"365","RUS","Russia","Yes","2003","2010","Karachai","0.001","REGIONAL AUTONOMY",,,"54000","36554000","Ethno-Linguistic","642"
"365","RUS","Russia","Yes","2003","2010","Karelians","0.001","REGIONAL AUTONOMY",,,"56000","36556000","Ethno-Linguistic","643"
"365","RUS","Russia","Yes","2003","2010","Kazakhs","0.005","IRRELEVANT",,,"12000","36512000","Ethno-Linguistic","644"
"365","RUS","Russia","Yes","2003","2010","Khakass","0.001","REGIONAL AUTONOMY",,,"57000","36557000","Ethno-Linguistic","645"
"365","RUS","Russia","Yes","2003","2010","Komi","0.002","REGIONAL AUTONOMY",,,"37000","36537000","Ethno-Linguistic","646"
"365","RUS","Russia","Yes","2003","2010","Komi-Permyaks","0.001","IRRELEVANT",,,"58000","36558000","Ethno-Linguistic","647"
"365","RUS","Russia","Yes","2003","2010","Koreans","0.002","IRRELEVANT",,,"38000","36538000","Ethno-Linguistic","648"
"365","RUS","Russia","Yes","2003","2010","Kumyks","0.003","REGIONAL AUTONOMY",,,"34000","36534000","Ethno-Linguistic","649"
"365","RUS","Russia","Yes","2003","2010","Laks","0.001","POWERLESS",,,"59000","36559000","Ethno-Linguistic","650"
"365","RUS","Russia","Yes","2003","2010","Lezgins","0.003","POWERLESS",,,"35000","36535000","Ethno-Linguistic","651"
"365","RUS","Russia","Yes","2003","2010","Mari","0.004","REGIONAL AUTONOMY",,,"29000","36529000","Ethno-Religious","652"
"365","RUS","Russia","Yes","2003","2010","Mordva","0.006","REGIONAL AUTONOMY",,,"20000","36520000","Ethno-Linguistic","653"
"365","RUS","Russia","Yes","2003","2010","Nogai","0.001","POWERLESS",,,"61000","36561000","Ethno-Linguistic","654"
"365","RUS","Russia","Yes","2003","2010","Ossetes","0.004","REGIONAL AUTONOMY",,,"27000","36527000","Ethno-Linguistic","655"
"365","RUS","Russia","Yes","2003","2010","Poles","0.007","IRRELEVANT",,,"18000","36518000","Ethno-Linguistic","656"
"365","RUS","Russia","Yes","2003","2010","Roma","0.001","DISCRIMINATED",,,"52000","36552000","Ethno-Linguistic","657"
"365","RUS","Russia","Yes","2003","2010","Russians","0.798","DOMINANT",,,"1000","36501000","Ethno-Linguistic","658"
"365","RUS","Russia","Yes","2003","2010","Tabasarans","0.001","POWERLESS",,,"65000","36565000","Ethno-Linguistic","659"
"365","RUS","Russia","Yes","2003","2010","Volga Tatars","0.038","REGIONAL AUTONOMY",,,"3000","36503000","Ethno-Linguistic","660"
"365","RUS","Russia","Yes","2003","2010","Tuvinians","0.002","REGIONAL AUTONOMY",,,"39000","36539000","Ethno-Linguistic","661"
"365","RUS","Russia","Yes","2003","2010","Udmurt","0.004","REGIONAL AUTONOMY",,,"30000","36530000","Ethno-Linguistic","662"
"365","RUS","Russia","Yes","2003","2010","Ukrainians","0.02","POWERLESS",,,"2000","36502000","Ethno-Linguistic","663"
"365","RUS","Russia","Yes","2003","2010","Yakuts","0.003","REGIONAL AUTONOMY",,,"36000","36536000","Ethno-Linguistic","664"
"366","EST","Estonia","Yes","1991","2010","Estonians","0.679","DOMINANT",,,"1000","36601000","Ethno-Linguistic","665"
"366","EST","Estonia","Yes","1991","2010","Russians","0.256","DISCRIMINATED",,,"2000","36602000","Ethno-Linguistic","666"
"366","EST","Estonia","Yes","1991","2010","Ukrainians","0.021","DISCRIMINATED",,,"3000","36603000","Ethno-Linguistic","667"
"366","EST","Estonia","Yes","1991","2010","Byelorussians","0.013","DISCRIMINATED",,,"4000","36604000","Ethno-Linguistic","668"
"367","LAT","Latvia","Yes","1991","2010","Latvians","0.586","DOMINANT",,,"1000","36701000","Ethno-Linguistic","669"
"367","LAT","Latvia","Yes","1991","2010","Russians","0.288","DISCRIMINATED",,,"2000","36702000","Ethno-Linguistic","670"
"367","LAT","Latvia","Yes","1991","2010","Byelorussians","0.039","DISCRIMINATED",,,"3000","36703000","Ethno-Linguistic","671"
"367","LAT","Latvia","Yes","1991","2010","Ukrainians","0.026","DISCRIMINATED",,,"4000","36704000","Ethno-Linguistic","672"
"368","LIT","Lithuania","Yes","1991","2010","Lithuanians","0.835","DOMINANT",,,"1000","36801000","Ethno-Linguistic","673"
"368","LIT","Lithuania","Yes","1991","2010","Poles","0.067","POWERLESS",,,"2000","36802000","Ethno-Linguistic","674"
"368","LIT","Lithuania","Yes","1991","2010","Russians","0.063","POWERLESS",,,"3000","36803000","Ethno-Linguistic","675"
"369","UKR","Ukraine","Yes","1991","2010","Ukrainians","0.778","SENIOR PARTNER",,,"1000","36901000","Ethno-Linguistic","676"
"369","UKR","Ukraine","Yes","1991","2010","Russians","0.173","JUNIOR PARTNER",,,"2000","36902000","Ethno-Linguistic","677"
"369","UKR","Ukraine","Yes","1991","2010","Romanians/Moldovans","0.008","POWERLESS",,,"3000","36903000","Ethno-Linguistic","678"
"369","UKR","Ukraine","Yes","1991","2010","Crimean Tatars","0.005","POWERLESS",,,"5000","36905000","Ethno-Religious","679"
"369","UKR","Ukraine","Yes","1991","2010","Hungarians","0.003","POWERLESS",,,"7000","36907000","Ethno-Linguistic","680"
"370","BLR","Belarus","Yes","1991","2010","Byelorussians","0.78","SENIOR PARTNER",,,"1000","37001000","Ethno-Linguistic","681"
"370","BLR","Belarus","Yes","1991","2010","Russians","0.132","JUNIOR PARTNER",,,"2000","37002000","Ethno-Linguistic","682"
"370","BLR","Belarus","Yes","1991","2010","Poles","0.041","POWERLESS",,,"3000","37003000","Ethno-Linguistic","683"
"371","ARM","Armenia","Yes","1991","2010","Armenians","0.979","MONOPOLY",,,"1000","37101000","Mixed Category","684"
"371","ARM","Armenia","Yes","1991","2010","Kurds","0.013","POWERLESS",,,"2000","37102000","Mixed Category","685"
"371","ARM","Armenia","Yes","1991","2010","Russians","0.005","POWERLESS",,,"3000","37103000","Ethno-Linguistic","686"
"372","GRG","Georgia","Yes","1991","2010","Georgians","0.694","DOMINANT",,,"1000","37201000","Ethno-Linguistic","687"
"372","GRG","Georgia","Yes","1991","2010","Armenians","0.08","POWERLESS",,,"2000","37202000","Ethno-Linguistic","688"
"372","GRG","Georgia","Yes","1991","2010","Russians","0.062","POWERLESS",,,"3000","37203000","Ethno-Linguistic","689"
"372","GRG","Georgia","Yes","1991","2010","Adzhars","0.057","REGIONAL AUTONOMY",,,"4000","37204000","Ethno-Religious","690"
"372","GRG","Georgia","Yes","1991","2010","Azeri","0.056","POWERLESS",,,"5000","37205000","Ethno-Linguistic","691"
"372","GRG","Georgia","Yes","1991","2010","Ossetians (South)","0.032","SEPARATIST AUTONOMY","30000","30001","6000","37206000","Ethno-Linguistic","692"
"372","GRG","Georgia","Yes","1991","2010","Abkhazians","0.017","SEPARATIST AUTONOMY","29900",,"7000","37207000","Ethno-Linguistic","693"
"373","AZE","Azerbaijan","Yes","1991","2010","Azeri","0.9","DOMINANT",,,"1000","37301000","Ethno-Linguistic","694"
"373","AZE","Azerbaijan","Yes","1991","2010","Lezgins","0.032","POWERLESS",,,"2000","37302000","Ethno-Linguistic","695"
"373","AZE","Azerbaijan","Yes","1991","2010","Armenians","0.023","SEPARATIST AUTONOMY","29500","29501","4000","37304000","Mixed Category","696"
"375","FI","Finland","Yes","1946","2010","Finns","0.93","SENIOR PARTNER",,,"1000","37501000","Ethno-Linguistic","697"
"375","FI","Finland","Yes","1946","2010","Swedes","0.06","JUNIOR PARTNER",,,"2000","37502000","Ethno-Linguistic","698"
"380","SW","Sweden","No","1946","2010","",,"",,,,,"","699"
"385","NO","Norway","No","1946","2010","",,"",,,,,"","700"
"404","GNB","Guinea-Bissau","Yes","1974","1980","Balanta","0.3","POWERLESS",,,"1000","40401000","Ethno-Linguistic","701"
"404","GNB","Guinea-Bissau","Yes","1974","1980","Peul","0.2","POWERLESS",,,"2000","40402000","Ethno-Linguistic","702"
"404","GNB","Guinea-Bissau","Yes","1974","1980","Manjaco","0.14","POWERLESS",,,"3000","40403000","Ethno-Linguistic","703"
"404","GNB","Guinea-Bissau","Yes","1974","1980","Papel","0.07","IRRELEVANT",,,"5000","40405000","Ethno-Linguistic","704"
"404","GNB","Guinea-Bissau","Yes","1974","1980","Cape Verdean","0.02","DOMINANT",,,"6000","40406000","Ethno-Linguistic","705"
"404","GNB","Guinea-Bissau","Yes","1981","1999","Balanta","0.3","JUNIOR PARTNER",,,"1000","40401000","Ethno-Linguistic","706"
"404","GNB","Guinea-Bissau","Yes","1981","1999","Peul","0.2","IRRELEVANT",,,"2000","40402000","Ethno-Linguistic","707"
"404","GNB","Guinea-Bissau","Yes","1981","1999","Manjaco","0.14","JUNIOR PARTNER",,,"3000","40403000","Ethno-Linguistic","708"
"404","GNB","Guinea-Bissau","Yes","1981","1999","Papel","0.07","SENIOR PARTNER",,,"5000","40405000","Ethno-Linguistic","709"
"404","GNB","Guinea-Bissau","Yes","1981","1999","Cape Verdean","0.02","IRRELEVANT",,,"6000","40406000","Ethno-Linguistic","710"
"404","GNB","Guinea-Bissau","Yes","2000","2003","Balanta","0.3","DOMINANT",,,"1000","40401000","Ethno-Linguistic","711"
"404","GNB","Guinea-Bissau","Yes","2000","2003","Peul","0.2","IRRELEVANT",,,"2000","40402000","Ethno-Linguistic","712"
"404","GNB","Guinea-Bissau","Yes","2000","2003","Manjaco","0.14","REGIONAL AUTONOMY",,,"3000","40403000","Ethno-Linguistic","713"
"404","GNB","Guinea-Bissau","Yes","2000","2003","Papel","0.07","POWERLESS",,,"5000","40405000","Ethno-Linguistic","714"
"404","GNB","Guinea-Bissau","Yes","2000","2003","Cape Verdean","0.02","IRRELEVANT",,,"6000","40406000","Ethno-Linguistic","715"
"404","GNB","Guinea-Bissau","Yes","2004","2004","Balanta","0.3","JUNIOR PARTNER",,,"1000","40401000","Ethno-Linguistic","716"
"404","GNB","Guinea-Bissau","Yes","2004","2004","Peul","0.2","IRRELEVANT",,,"2000","40402000","Ethno-Linguistic","717"
"404","GNB","Guinea-Bissau","Yes","2004","2004","Manjaco","0.14","REGIONAL AUTONOMY",,,"3000","40403000","Ethno-Linguistic","718"
"404","GNB","Guinea-Bissau","Yes","2004","2004","Papel","0.07","SENIOR PARTNER",,,"5000","40405000","Ethno-Linguistic","719"
"404","GNB","Guinea-Bissau","Yes","2004","2004","Cape Verdean","0.02","IRRELEVANT",,,"6000","40406000","Ethno-Linguistic","720"
"404","GNB","Guinea-Bissau","Yes","2005","2005","Balanta","0.3","SENIOR PARTNER",,,"1000","40401000","Ethno-Linguistic","721"
"404","GNB","Guinea-Bissau","Yes","2005","2005","Peul","0.2","IRRELEVANT",,,"2000","40402000","Ethno-Linguistic","722"
"404","GNB","Guinea-Bissau","Yes","2005","2005","Manjaco","0.14","REGIONAL AUTONOMY",,,"3000","40403000","Ethno-Linguistic","723"
"404","GNB","Guinea-Bissau","Yes","2005","2005","Papel","0.07","JUNIOR PARTNER",,,"5000","40405000","Ethno-Linguistic","724"
"404","GNB","Guinea-Bissau","Yes","2005","2005","Cape Verdean","0.02","IRRELEVANT",,,"6000","40406000","Ethno-Linguistic","725"
"404","GNB","Guinea-Bissau","Yes","2006","2009","Papel","0.07","SENIOR PARTNER",,,"5000","40405000","Ethno-Linguistic","726"
"404","GNB","Guinea-Bissau","Yes","2006","2009","Balanta","0.3","JUNIOR PARTNER",,,"1000","40401000","Ethno-Linguistic","727"
"404","GNB","Guinea-Bissau","Yes","2006","2009","Peul","0.2","IRRELEVANT",,,"2000","40402000","Ethno-Linguistic","728"
"404","GNB","Guinea-Bissau","Yes","2006","2009","Manjaco","0.14","REGIONAL AUTONOMY",,,"3000","40403000","Ethno-Linguistic","729"
"404","GNB","Guinea-Bissau","Yes","2006","2009","Cape Verdean","0.02","IRRELEVANT",,,"6000","40406000","Ethno-Linguistic","730"
"404","GNB","Guinea-Bissau","Yes","2010","2010","Papel","0.07","JUNIOR PARTNER",,,"5000","40405000","Ethno-Linguistic","731"
"404","GNB","Guinea-Bissau","Yes","2010","2010","Balanta","0.3","SENIOR PARTNER",,,"1000","40401000","Ethno-Linguistic","732"
"404","GNB","Guinea-Bissau","Yes","2010","2010","Peul","0.2","IRRELEVANT",,,"2000","40402000","Ethno-Linguistic","733"
"404","GNB","Guinea-Bissau","Yes","2010","2010","Manjaco","0.14","REGIONAL AUTONOMY",,,"3000","40403000","Ethno-Linguistic","734"
"404","GNB","Guinea-Bissau","Yes","2010","2010","Cape Verdean","0.02","IRRELEVANT",,,"6000","40406000","Ethno-Linguistic","735"
"420","GAM","Gambia","Yes","1965","1993","Mandinka","0.395","JUNIOR PARTNER",,,"1000","42001000","Ethno-Linguistic","736"
"420","GAM","Gambia","Yes","1965","1993","Fula","0.19","JUNIOR PARTNER",,,"2000","42002000","Ethno-Linguistic","737"
"420","GAM","Gambia","Yes","1965","1993","Wolof","0.145","SENIOR PARTNER",,,"3000","42003000","Ethno-Cultural","738"
"420","GAM","Gambia","Yes","1965","1993","Diola","0.105","JUNIOR PARTNER",,,"4000","42004000","Ethno-Linguistic","739"
"420","GAM","Gambia","Yes","1965","1993","Aku (Creoles)","0.02","JUNIOR PARTNER",,,"6000","42006000","Ethno-Racial","740"
"420","GAM","Gambia","No","1994","2010","Mandinka","0.395","IRRELEVANT",,,"1000","42001000","Ethno-Linguistic","741"
"420","GAM","Gambia","No","1994","2010","Fula","0.19","IRRELEVANT",,,"2000","42002000","Ethno-Linguistic","742"
"420","GAM","Gambia","No","1994","2010","Wolof","0.145","IRRELEVANT",,,"3000","42003000","Ethno-Cultural","743"
"420","GAM","Gambia","No","1994","2010","Diola","0.105","IRRELEVANT",,,"4000","42004000","Ethno-Linguistic","744"
"420","GAM","Gambia","No","1994","2010","Aku (Creoles)","0.02","IRRELEVANT",,,"6000","42006000","Ethno-Racial","745"
"432","MLI","Mali","Yes","1960","1990","Blacks (Mande, Peul, Voltaic etc.)","0.9","MONOPOLY",,,"1000","43201000","Ethno-Cultural","746"
"432","MLI","Mali","Yes","1960","1990","Whites (Tuareg  and  Arabs)","0.1","POWERLESS","27900",,"2000","43202000","Ethno-Cultural","747"
"432","MLI","Mali","Yes","1991","1993","Blacks (Mande, Peul, Voltaic etc.)","0.9","SENIOR PARTNER",,,"1000","43201000","Ethno-Cultural","748"
"432","MLI","Mali","Yes","1991","1993","Whites (Tuareg  and  Arabs)","0.1","JUNIOR PARTNER","27900",,"2000","43202000","Ethno-Cultural","749"
"432","MLI","Mali","Yes","1994","1995","Blacks (Mande, Peul, Voltaic etc.)","0.9","MONOPOLY",,,"1000","43201000","Ethno-Cultural","750"
"432","MLI","Mali","Yes","1994","1995","Whites (Tuareg  and  Arabs)","0.1","DISCRIMINATED","27900",,"2000","43202000","Ethno-Cultural","751"
"432","MLI","Mali","Yes","1996","2010","Blacks (Mande, Peul, Voltaic etc.)","0.9","SENIOR PARTNER",,,"1000","43201000","Ethno-Cultural","752"
"432","MLI","Mali","Yes","1996","2010","Whites (Tuareg  and  Arabs)","0.1","JUNIOR PARTNER","27901",,"2000","43202000","Ethno-Cultural","753"
